area_type,availability,location,bhk,size_comp,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,Behind Don Bosco Church,4,Bedroom,1200,4,1,110
Super built-up  Area,Ready To Move,Thanisandra,3,BHK,1881,3,2,95
Super built-up  Area,Date Set,Kanakpura Road,3,BHK,1100,3,2,56.57
Super built-up  Area,Ready To Move,Iblur Village,3,BHK,2666,4,1,200
Super built-up  Area,Ready To Move,Bagalur,2,BHK,1500,2,1,50
Super built-up  Area,Date Set,Seshadripuram,2,BHK,1217,2,1,164
Built-up  Area,Ready To Move,Whitefield,2,BHK,1197,2,1,50
Built-up  Area,Ready To Move,BHEL Layout,6,Bedroom,2400,4,1,170
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,BHK,1345,3,2,60
Plot  Area,Ready To Move,KR Puram,4,Bedroom,1200,4,2,100
Super built-up  Area,Ready To Move,Bannerghatta Road,4,BHK,3230,5,0,165
Super built-up  Area,Ready To Move,Banashankari Stage II,3,BHK,1260,2,1,95
Built-up  Area,Ready To Move,Sarjapur  Road,4,Bedroom,2750,5,1,240
Plot  Area,Ready To Move,9th Phase JP Nagar,2,Bedroom,1200,2,0,80
Built-up  Area,Ready To Move,Devara Jeevanahalli,3,Bedroom,1650,3,0,52
Super built-up  Area,Ready To Move,1st Block HBR Layout,1,BHK,600,1,0,45
Super built-up  Area,Ready To Move,Uttarahalli,2,BHK,1025,2,1,35.88
Super built-up  Area,Date Set,Sarjapur,4,BHK,2302.5,2,2,80.59
Super built-up  Area,Ready To Move,Hennur Road,2,BHK,973,2,1,56
Super built-up  Area,Date Set,Thanisandra main road,4,BHK,4110,4,2,590
Super built-up  Area,Ready To Move,Rajaji Nagar,3,BHK,2533,3,3,425
Super built-up  Area,Ready To Move,Balagere,2,BHK,1007,2,1,75
Super built-up  Area,Date Set,Hosa Road,1,BHK,800,1,0,39.99
Built-up  Area,Date Set,Sarjapur  Road,3,Bedroom,1830,3,1,119
Super built-up  Area,Ready To Move,Nagavara,2,BHK,1077,2,1,50
Plot  Area,Ready To Move,Immadihalli,1,Bedroom,672,1,1,27
Plot  Area,Ready To Move,Shanthi Layout,3,Bedroom,1280,3,0,87
Built-up  Area,Ready To Move,Electronics City Phase 1,2,BHK,865,2,0,40
Super built-up  Area,Ready To Move,Kalena Agrahara,2,BHK,1000,2,2,33
Super built-up  Area,Ready To Move,CV Raman Nagar,2,BHK,1285,2,2,65
Super built-up  Area,Ready To Move,Thanisandra,1,BHK,662,1,1,29
Plot  Area,Ready To Move,Whitefield,5,Bedroom,2297,5,2,269
Plot  Area,Ready To Move,Sarjapura - Attibele Road,5,Bedroom,3750,6,3,295
Super built-up  Area,Ready To Move,Kalkere,3,BHK,1850,3,3,95
Super built-up  Area,Ready To Move,Harlur,3,BHK,1754,3,2,132
Plot  Area,Ready To Move,Hennur Bande,5,Bedroom,1200,4,2,150
Plot  Area,Ready To Move,1st Phase JP Nagar,5,Bedroom,2200,7,2,350
Super built-up  Area,Ready To Move,Anugrah Layout,3,BHK,1567,3,1,100
Super built-up  Area,Ready To Move,Hoskote,3,BHK,1695,3,3,50
Plot  Area,Ready To Move,Hosahalli Extension,2,Bedroom,360,2,1,40
Super built-up  Area,Ready To Move,Bellandur,2,BHK,1150,2,1,69.44
Super built-up  Area,Ready To Move,Akshaya Nagar,3,BHK,1690,3,2,85
Built-up  Area,Date Set,1st Block Koramangala,3,BHK,2350,3,2,210
Super built-up  Area,Ready To Move,Karuna Nagar,2,BHK,1057,2,1,65
Super built-up  Area,Date Set,Hebbal,2,BHK,1320,2,1,91
Super built-up  Area,Date Set,Bhoganhalli,4,BHK,2119,4,3,111
Super built-up  Area,Ready To Move,Bandepalya,2,BHK,1125,2,1,48
Super built-up  Area,Date Set,Kanakpura Road,3,BHK,2254,3,2,170
Super built-up  Area,Date Set,Balagere,1,BHK,645,1,1,34.18
Super built-up  Area,Ready To Move,Rachenahalli,2,BHK,1050,2,2,52.08
Super built-up  Area,Date Set,Panathur,2,BHK,1040,2,1,41.6
Super built-up  Area,Date Set,Sarjapur  Road,3,BHK,1700,3,1,194
Super built-up  Area,Ready To Move,1st Block Jayanagar,3,BHK,1760,3,2,115
Super built-up  Area,Date Set,Bellandur,3,BHK,1138,3,2,128
Super built-up  Area,Date Set,Sarjapur  Road,2,BHK,984,2,1,45.91
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,BHK,1140,2,2,38.65
Super built-up  Area,Date Set,Whitefield,3,BHK,3596,3,1,200
Super built-up  Area,Ready To Move,Kalkere,3,BHK,1365,3,2,54
Super built-up  Area,Ready To Move,Bethel Nagar,1,BHK,560,1,0,19
Super built-up  Area,Ready To Move,Vittasandra,2,BHK,1404,2,1,75
Super built-up  Area,Ready To Move,Bellandur,4,BHK,1540,4,3,45
Built-up  Area,Ready To Move,Electronic City,3,BHK,1050,2,1,39
Plot  Area,Ready To Move,Lingarajapuram,4,Bedroom,360,4,3,37
Super built-up  Area,Ready To Move,Rachenahalli,3,BHK,1550,3,3,72.5
Super built-up  Area,Ready To Move,Yelahanka,3,BHK,1653,3,3,93
Super built-up  Area,Ready To Move,Parappana Agrahara,2,BHK,1194,2,2,47
Super built-up  Area,Ready To Move,Narayana Nagar 1st Block,3,BHK,1471,2,3,75
Super built-up  Area,Date Set,Kanakpura Road,2,BHK,700,2,1,35
Built-up  Area,Ready To Move,Kudlu Gate,2,BHK,812,2,1,38.25
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,BHK,1504,2,2,83
Super built-up  Area,Ready To Move,Mahadevpura,3,BHK,1450,3,2,75
Super built-up  Area,Ready To Move,Kannamangala,2,BHK,957,2,2,54.5
Carpet  Area,Ready To Move,Attibele,1,BHK,460,1,1,13
Plot  Area,Ready To Move,poornaprajna layout,2,Bedroom,900,2,0,128
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,BHK,1050,2,1,75
Super built-up  Area,Ready To Move,Budigere,3,BHK,1820,3,2,85
Super built-up  Area,Date Set,Varthur Road,2,BHK,1033,2,2,32
Plot  Area,Ready To Move,Kumaraswami Layout,2,Bedroom,800,1,1,90
Plot  Area,Ready To Move,Kadabagere,1,Bedroom,520,2,0,29
Super built-up  Area,Ready To Move,OMBR Layout,2,BHK,1165,2,2,88.5
Super built-up  Area,Ready To Move,Gottigere,2,BHK,1280,2,1,61
Built-up  Area,Ready To Move,Cambridge Layout,3,BHK,1950,3,3,230
Plot  Area,Ready To Move,BTM 4th Stage,1,Bedroom,600,1,0,58
Super built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1550,3,3,65.1
Super built-up  Area,Ready To Move,Nagavarapalya,2,BHK,1392,2,1,130
Super built-up  Area,Ready To Move,Jigani,3,BHK,1221,3,3,75
Super built-up  Area,Ready To Move,AMS Layout,1,BHK,1000,1,1,19
Built-up  Area,Ready To Move,KR Garden,2,BHK,1300,2,2,60
Built-up  Area,Ready To Move,Hoskote,2,BHK,1065,2,3,31.5
Built-up  Area,Ready To Move,Yelahanka New Town,3,BHK,1209,2,3,65
Plot  Area,Ready To Move,BTM 1st Stage,1,Bedroom,375,1,0,40
Plot  Area,Ready To Move,Dollars Colony,3,Bedroom,7800,3,2,2000
Super built-up  Area,Date Set,Sarjapur  Road,3,BHK,1929,4,1,101
Built-up  Area,Ready To Move,Hennur Road,2,BHK,1255,2,1,84
Super built-up  Area,Date Set,Jalahalli,2,BHK,1035,2,1,31.05
Plot  Area,Ready To Move,Annapurneshwari Nagar,4,Bedroom,1200,5,2,270
Super built-up  Area,Date Set,Banashankari,3,BHK,1650,3,2,101
Built-up  Area,Ready To Move,Whitefield,3,BHK,1275,2,3,65
Super built-up  Area,Date Set,Electronic City,2,BHK,1128,2,1,65.58
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,BHK,1140,2,2,38.55
Plot  Area,Ready To Move,OMBR Layout,4,Bedroom,1200,4,2,200
Super built-up  Area,Date Set,Thanisandra,2,BHK,1183,2,2,58.56
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1155,2,1,39
Super built-up  Area,Ready To Move,Kengeri,3,BHK,1245,2,2,43.57
Built-up  Area,Ready To Move,Akshaya Nagar,2,BHK,1000,2,1,38
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,BHK,1040,2,1,75
Super built-up  Area,Ready To Move,Ardendale,4,BHK,2062,3,2,140
Super built-up  Area,Ready To Move,Kundalahalli Colony,3,BHK,1477,2,2,75
Plot  Area,Date Set,Nagadevanahalli,4,Bedroom,1050,3,3,85
Super built-up  Area,Ready To Move,Sarjapur  Road,3,BHK,1525,2,2,65
Plot  Area,Immediate Possession,Carmelaram,2,BHK,2000,2,2,120
Super built-up  Area,Ready To Move,Kaverappa Layout,2,BHK,1220,2,1,65
Super built-up  Area,Ready To Move,Hebbal,3,BHK,2388,3,1,195
Super built-up  Area,Date Set,Electronic City,2,BHK,1355,2,1,97.6
Built-up  Area,Ready To Move,Whitefield,2,BHK,1141,2,1,62
Super built-up  Area,Date Set,Vijayanagar,2,BHK,1046,2,0,49.06
Super built-up  Area,Ready To Move,Bannerghatta Road,1,BHK,630,1,2,35
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,BHK,1247,2,2,62.35
Built-up  Area,Ready To Move,Marathahalli,4,BHK,3855,4,3,220
Super built-up  Area,Ready To Move,Geddalahalli,2,BHK,850,2,1,32.5
Super built-up  Area,Ready To Move,KR Puram,2,BHK,1120,2,2,36
Plot  Area,Ready To Move,HSR Layout,8,Bedroom,800,8,2,285
Super built-up  Area,Date Set,Jakkur,3,BHK,1798,3,1,110
Built-up  Area,Ready To Move,Bisuvanahalli,3,BHK,1180,2,1,45
Super built-up  Area,Ready To Move,Kereguddadahalli,2,BHK,1000,2,1,34
Super built-up  Area,Date Set,Whitefield,2,BHK,1216,2,1,82
Built-up  Area,Ready To Move,Margondanahalli,2,Bedroom,900,2,0,65
Built-up  Area,Ready To Move,TC Palaya,2,Bedroom,1100,2,0,65
Super built-up  Area,Date Set,Badavala Nagar,3,BHK,1842,3,2,115
Super built-up  Area,Ready To Move,Bisuvanahalli,3,BHK,1075,2,1,43
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1495,3,3,88
Super built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1700,3,3,120
Super built-up  Area,Date Set,Whitefield,3,BHK,1564,3,1,103
Super built-up  Area,Date Set,Reliaable Tranquil Layout,2,BHK,1256,2,1,65
Super built-up  Area,Date Set,Kundalahalli,2,BHK,1047,2,1,89
Super built-up  Area,Date Set,Bhoganhalli,3,BHK,1458,3,1,78.45
Super built-up  Area,Date Set,Hoodi,2,BHK,1063,2,1,61.17
Super built-up  Area,Ready To Move,Sadashiva Nagar,4,BHK,7400,5,2,1850
Super built-up  Area,Ready To Move,Garudachar Palya,2,BHK,1150,2,1,52.5
Built-up  Area,Ready To Move,Chandapura,1,BHK,450,1,1,9
Built-up  Area,Ready To Move,Ramamurthy Nagar,2,BHK,1360,2,0,45
Built-up  Area,Ready To Move,Marathahalli,3,BHK,1605,3,2,76
Carpet  Area,Ready To Move,Nagarbhavi,3,BHK,1200,4,2,205
Super built-up  Area,Date Set,Haralur Road,3,BHK,1810,3,2,100
Super built-up  Area,Date Set,LB Shastri Nagar,2,BHK,1250,2,2,48.5
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3,BHK,1475,2,2,58.99
Built-up  Area,Ready To Move,R.T. Nagar,2,Bedroom,1100,3,0,125
Super built-up  Area,Date Set,Dommasandra,2,BHK,850,2,1,25.4
Built-up  Area,Date Set,Electronic City Phase II,2,BHK,1025,2,1,26.65
Built-up  Area,Ready To Move,Uttarahalli,2,BHK,980,2,1,45
Super built-up  Area,Ready To Move,Basavanagara,3,BHK,1428,2,1,70
Super built-up  Area,Ready To Move,Shanti Nagar,2,BHK,1130,2,2,74
Super built-up  Area,Date Set,Kanakpura Road,3,BHK,1592,3,2,125
Super built-up  Area,Ready To Move,JP Nagar,3,BHK,2050,3,3,82
Super built-up  Area,Ready To Move,Bagalur,2,BHK,1407,2,1,83.87
Super built-up  Area,Ready To Move,Cunningham Road,3,BHK,4170,3,2,800
Super built-up  Area,Ready To Move,Whitefield,3,BHK,1585,3,1,84
Built-up  Area,Ready To Move,Jakkur,3,BHK,1785,3,2,130
Built-up  Area,Ready To Move,BSM Extension,2,BHK,900,2,3,45
Plot  Area,Ready To Move,Somanna Garden,4,Bedroom,1350,4,2,160
Super built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1843,3,2,96.2
Super built-up  Area,Ready To Move,Munivenkatppa Layout,4,BHK,2375,3,2,260
Super built-up  Area,Ready To Move,RPC layout,2,BHK,1200,2,1,67
Super built-up  Area,Ready To Move,Akshaya Nagar,2,BHK,1113,2,1,52
Super built-up  Area,Ready To Move,Uttarahalli,2,BHK,1125,2,1,47
Plot  Area,Date Set,Whitefield,3,Bedroom,1200,3,1,56
Super built-up  Area,Ready To Move,Anekal,3,BHK,1150,3,2,45
Super built-up  Area,Ready To Move,Yeshwanthpur,2,BHK,770,1,1,70
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,BHK,1181,2,2,57
Super built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1550,3,3,64.7
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2,BHK,1200,2,2,86
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,BHK,1295,2,2,55.47
Plot  Area,Ready To Move,Kenchenahalli,3,Bedroom,480,3,3,65
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,BHK,1506,3,1,95
Built-up  Area,Ready To Move,"HSR Layout 7th sector, ",3,BHK,1872,3,2,152
Super built-up  Area,Ready To Move,Sarjapur  Road,4,BHK,2900,4,2,240
Super built-up  Area,Date Set,Abbigere,3,BHK,1326,2,1,35
Super built-up  Area,Ready To Move,Talaghattapura,2,BHK,1040,2,1,33.28
Plot  Area,Ready To Move,Bettadasanapura,5,Bedroom,1200,5,1,90
Super built-up  Area,Ready To Move,Hennur,2,BHK,1020,2,1,48
Super built-up  Area,Ready To Move,Gokula Extension,3,BHK,1400,3,2,90
Super built-up  Area,Ready To Move,Neeladri Nagar,10,BHK,4000,12,2,160
Plot  Area,Ready To Move,Weavers Colony,1,Bedroom,812,1,1,26
Super built-up  Area,Ready To Move,Vidyaranyapura,2,BHK,1100,2,1,54
Super built-up  Area,Date Set,Kodathi,2,BHK,829,2,1,22.8
Plot  Area,Ready To Move,Vijayanagar,5,Bedroom,750,4,3,95
Plot  Area,Ready To Move,Sanjay nagar,4,Bedroom,2700,4,2,350
Super built-up  Area,Date Set,Kanakpura Road,3,BHK,1500,3,1,72.99
Built-up  Area,Ready To Move,Ananth Nagar,2,BHK,850,2,1,25.99
Built-up  Area,Ready To Move,Kaval Byrasandra,2,BHK,1180,2,2,60
Super built-up  Area,Date Set,Cunningham Road,4,BHK,5108,5,2,995
Super built-up  Area,Ready To Move,Thigalarapalya,3,BHK,2215,4,2,150
Super built-up  Area,Ready To Move,Channasandra,2,BHK,1010,2,1,36
Built-up  Area,Ready To Move,Marathahalli,2,BHK,1350,2,2,60
Built-up  Area,Ready To Move,Talaghattapura,2,BHK,1100,2,0,50
Super built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1450,2,2,62.93
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,BHK,1133,2,2,40
Super built-up  Area,Ready To Move,Thanisandra,3,BHK,1564,3,2,100
Plot  Area,Ready To Move,Doddaballapur,2,Bedroom,640,1,0,10.5
Super built-up  Area,Ready To Move,Thigalarapalya,3,BHK,2072,4,2,157
Plot  Area,Ready To Move,Rajaji Nagar,2,Bedroom,432,2,1,65
Super built-up  Area,Ready To Move,Kanakapura,3,BHK,1460,2,3,51.1
Super built-up  Area,Ready To Move,A Narayanapura,1,BHK,600,2,1,35
Super built-up  Area,Ready To Move,Rachenahalli,2,BHK,1050,2,2,52.07
Built-up  Area,Date Set,"Judicial Layout, Kanakapura Road, ",2,BHK,700,2,1,35
Plot  Area,Ready To Move,TC Palaya,3,Bedroom,1200,3,0,66
Super built-up  Area,Ready To Move,Yelahanka,1,BHK,654,1,1,38
Super built-up  Area,Ready To Move,Ankappa Layout,2,BHK,1105,2,2,50
Super built-up  Area,Ready To Move,Hebbal Kempapura,3,BHK,1800,3,3,150
Plot  Area,Ready To Move,Yelachenahalli,2,Bedroom,1200,2,2,160
Super built-up  Area,Ready To Move,Kogilu,1,BHK,700,1,1,30.84
Super built-up  Area,Ready To Move,Amruthnagar,2,BHK,1000,2,1,51
Built-up  Area,Ready To Move,HSR Layout,5,Bedroom,3500,5,0,350
Super built-up  Area,Date Set,Gattahalli,3,BHK,1240,2,1,63
Super built-up  Area,Ready To Move,Bellandur,2,BHK,1200,2,3,45
Super built-up  Area,Ready To Move,Yelahanka New Town,3,BHK,1400,2,2,80
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3,BHK,1393,3,2,54
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1140,2,2,50
Plot  Area,Ready To Move,Sahakara Nagar,5,Bedroom,1000,5,2,130
Built-up  Area,Ready To Move,Gulimangala,3,BHK,1640,3,2,70
Plot  Area,Ready To Move,Kithaganur,2,Bedroom,1200,2,0,62
Built-up  Area,Ready To Move,Rajaji Nagar,2,BHK,720,2,2,65
Super built-up  Area,Ready To Move,Yelenahalli,3,BHK,1650,3,3,68
Super built-up  Area,Ready To Move,Nagavara,4,BHK,2496,4,2,125
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2,BHK,905,2,1,32
Super built-up  Area,Ready To Move,HAL 2nd Stage,3,BHK,1600,3,1,125
Super built-up  Area,Date Set,Chikkalasandra,2,BHK,1070,2,1,45.48
Plot  Area,Ready To Move,Yemlur,4,Bedroom,8400,5,2,1675
Built-up  Area,Ready To Move,Koramangala,2,BHK,1200,2,2,100
Plot  Area,Ready To Move,Indira Nagar,5,Bedroom,1800,5,2,350
Built-up  Area,Ready To Move,8th Phase JP Nagar,4,Bedroom,2600,4,2,115
Super built-up  Area,Ready To Move,Old Airport Road,2,BHK,1145,2,2,75
Super built-up  Area,Ready To Move,Addischetan Layout,3,BHK,1495,3,2,55
Plot  Area,Ready To Move,Basavanagara,3,Bedroom,1200,2,1,300
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,3,BHK,1400,3,2,53
Built-up  Area,Date Set,Whitefield,3,BHK,1558,3,2,90
Super built-up  Area,Date Set,Balagere,2,BHK,1007,2,1,53
Super built-up  Area,Ready To Move,Ananth Nagar,2,BHK,902,2,1,25.26
Super built-up  Area,Ready To Move,Kallumantapa,2,BHK,1054,2,1,53
Super built-up  Area,Ready To Move,Uttarahalli,3,BHK,1135,2,3,39.73
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,BHK,996,2,2,49
Super built-up  Area,Date Set,Vimanapura,2,BHK,1275,2,2,47
Plot  Area,Ready To Move,NRI Layout,2,Bedroom,1250,2,0,75
Built-up  Area,Ready To Move,Hennur,4,BHK,2502,4,2,170
Super built-up  Area,Ready To Move,Sadaramangala,2,BHK,1394,2,3,52
Super built-up  Area,Ready To Move,Haralur Road,2,BHK,1243,2,2,46
Super built-up  Area,Date Set,Whitefield,2,BHK,1216,2,1,75
Super built-up  Area,Ready To Move,Konena Agrahara,2,BHK,1075,2,1,57
Plot  Area,Immediate Possession,Mysore Road,2,BHK,1800,2,2,42.3
Built-up  Area,Ready To Move,Indira Nagar,3,BHK,1500,3,3,120
Super built-up  Area,Date Set,Rayasandra,4,BHK,1708,3,1,76
Plot  Area,Ready To Move,Whitefield,3,Bedroom,1500,3,1,250
Built-up  Area,Ready To Move,Jakkur Plantation,3,BHK,1800,4,3,115
Super built-up  Area,Ready To Move,Harlur,2,BHK,1532,2,1,65
Super built-up  Area,Date Set,Hosa Road,3,BHK,1726,3,2,81.99
Super built-up  Area,Ready To Move,Hanumanth Nagar,2,BHK,1220,2,2,54.89
Super built-up  Area,Ready To Move,Chikkalasandra,2,BHK,1100,2,2,50
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,BHK,1530,3,3,40
Super built-up  Area,Date Set,Hosa Road,2,BHK,840,2,1,28
Super built-up  Area,Date Set,Bommanahalli,3,BHK,1250,4,3,39
Super built-up  Area,Ready To Move,CV Raman Nagar,2,BHK,1030,2,2,35
Super built-up  Area,Ready To Move,Raghavendra Layout,3,BHK,1499,3,2,89
Super built-up  Area,Ready To Move,Varsova Layout,3,BHK,1280,2,3,55
Built-up  Area,Ready To Move,Munnekollal,2,BHK,1170,2,2,59
Plot  Area,Ready To Move,Chikka Tirupathi,3,Bedroom,2646,3,2,99
Super built-up  Area,Date Set,Thirumenahalli,2,BHK,1161,2,3,36.69
Plot  Area,Ready To Move,Yelahanka,2,Bedroom,1633,2,1,72
Built-up  Area,Ready To Move,Richards Town,2,BHK,1050,2,2,65
Plot  Area,Date Set,Hennur Road,4,Bedroom,1650,5,3,309
Super built-up  Area,Date Set,Varthur Road,1,BHK,552.5,1,0,13.26
Super built-up  Area,Ready To Move,Attibele,1,BHK,418,2,1,11.5
Super built-up  Area,Ready To Move,Bhattarahalli,2,BHK,905,2,2,50
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,BHK,1510,2,2,55
Super built-up  Area,Ready To Move,Chikkalasandra,3,BHK,1390,2,3,60.47
Super built-up  Area,Ready To Move,Kasturi Nagar,2,BHK,1101,2,2,66
Super built-up  Area,Ready To Move,Srirampura,4,BHK,2736,4,2,130
Super built-up  Area,Date Set,EPIP Zone,3,BHK,2350,4,2,163
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2,BHK,1056,2,2,55
Super built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1425,2,2,49.88
Super built-up  Area,Date Set,Electronics City Phase 1,3,BHK,1450,3,1,70
Built-up  Area,Ready To Move,Pai Layout,2,BHK,1000,2,2,34
Super built-up  Area,Date Set,Haralur Road,1,BHK,575,1,1,38
Super built-up  Area,Ready To Move,Uttarahalli,3,BHK,1350,2,2,47.24
Plot  Area,Ready To Move,Kanakpura Road,3,Bedroom,2000,2,0,180
Built-up  Area,Ready To Move,Raghavendra Layout,3,BHK,1770,3,2,90
Super built-up  Area,Ready To Move,Byadarahalli,3,BHK,3155,3,2,315
Plot  Area,Ready To Move,Anandapura,2,Bedroom,616,3,1,45
Super built-up  Area,Ready To Move,JP Nagar,1,BHK,745,1,0,34.27
Built-up  Area,Ready To Move,Nayandanahalli,7,Bedroom,6500,7,1,104
Plot  Area,Ready To Move,HAL 2nd Stage,4,Bedroom,2400,4,1,650
Super built-up  Area,Date Set,Kudlu Gate,2,BHK,1547,2,2,103
Super built-up  Area,Ready To Move,Panathur,3,BHK,1713,3,1,120
Plot  Area,Ready To Move,Sarjapur,4,Bedroom,3300,4,2,430
Plot  Area,Ready To Move,Mahalakshmi Layout,8,Bedroom,1135,4,1,190
Super built-up  Area,Ready To Move,Yeshwanthpur,3,BHK,1856,4,2,180
Super built-up  Area,Ready To Move,RMV Extension,2,BHK,1152,2,1,57
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,BHK,1100,2,1,46.75
Super built-up  Area,Ready To Move,Narayanapura,3,BHK,2357,3,2,135
Super built-up  Area,Ready To Move,Akshaya Nagar,3,BHK,1820,4,2,95
Super built-up  Area,Date Set,Kannamangala,3,BHK,1865,3,1,139
Built-up  Area,Ready To Move,Kanakpura Road,2,BHK,1240,2,2,65
Super built-up  Area,Ready To Move,Padmanabhanagar,3,BHK,1360,3,1,75
Built-up  Area,Ready To Move,ISRO Layout,4,Bedroom,4200,4,2,255
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,BHK,1450,2,2,63.51
Super built-up  Area,Ready To Move,Budigere,2,BHK,1139,2,2,72
Super built-up  Area,Ready To Move,Begur Road,3,BHK,1565,2,2,56
Plot  Area,Ready To Move,Anjanapura,3,Bedroom,1200,3,2,165
Plot  Area,Ready To Move,Kurubarahalli,4,Bedroom,600,4,0,77
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2,BHK,1200,2,2,39
Super built-up  Area,Ready To Move,Yeshwanthpur,3,BHK,1855,3,3,140
Plot  Area,Ready To Move,Margondanahalli,2,Bedroom,1100,2,1,55
Built-up  Area,Ready To Move,Arehalli,3,BHK,1350,2,2,65
Super built-up  Area,Ready To Move,Old Madras Road,3,BHK,2266,3,2,207
Super built-up  Area,Ready To Move,Hosur Road,1,BHK,660,1,1,23
Built-up  Area,Ready To Move,Kodihalli,2,BHK,1490,2,1,150
Super built-up  Area,Ready To Move,Kambipura,3,BHK,1083,2,1,48
Super built-up  Area,Date Set,Hennur Road,2,BHK,1232,2,1,83
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,BHK,1550,3,1,86.8
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1227,2,2,70
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,1059,2,2,68
Built-up  Area,Ready To Move,Electronic City Phase II,2,BHK,545,1,1,29
Super built-up  Area,Ready To Move,Mahadevpura,2,BHK,1152,2,1,54
Super built-up  Area,Ready To Move,Kenchenahalli,2,BHK,870,1,1,45
Super built-up  Area,Date Set,Panathur,2,BHK,1210,2,1,78
Super built-up  Area,Date Set,Thanisandra,1,BHK,663,1,0,46.1
Super built-up  Area,Ready To Move,Hennur Gardens,3,BHK,1464,2,1,135
Built-up  Area,Ready To Move,Kadubeesanahalli,3,BHK,1365,3,1,80
Super built-up  Area,Ready To Move,Whitefield,3,BHK,1704,3,1,120
Super built-up  Area,Date Set,Whitefield,3,BHK,1495,2,2,60.55
Super built-up  Area,Date Set,Whitefield,2,BHK,1256,2,2,73
Built-up  Area,Ready To Move,Kengeri,2,BHK,883,2,0,49
Built-up  Area,Ready To Move,Bisuvanahalli,3,BHK,1080,2,1,45
Super built-up  Area,Ready To Move,Marsur,2,BHK,497,1,1,25
Super built-up  Area,Date Set,9th Phase JP Nagar,2,BHK,1073,2,1,52.36
Super built-up  Area,Ready To Move,Rajaji Nagar,6,BHK,3000,6,3,250
Super built-up  Area,Ready To Move,Doddabommasandra,2,BHK,1300,2,3,32
Built-up  Area,Ready To Move,Thanisandra,1,BHK,662,1,0,45
Super built-up  Area,Date Set,Kumara Park,2,BHK,1200,2,2,75
Built-up  Area,Ready To Move,5th Phase JP Nagar,3,BHK,1550,3,3,75
