,location,bhk,total_sqft,bath,balcony,price
5426,Old Airport Road,2,1655.0,2,1,97.65
5427,Old Airport Road,2,1075.0,2,2,60.0
5428,Old Airport Road,3,1858.0,2,1,167.0
5429,Old Airport Road,2,1150.0,2,1,90.0
5430,Old Airport Road,4,2690.0,4,3,191.0
5431,Old Airport Road,4,2658.0,5,3,187.0
5432,Old Airport Road,2,946.0,2,2,58.0
5433,Old Airport Road,4,2774.0,4,3,208.0
5434,Old Airport Road,4,2774.0,4,3,208.0
5435,Old Airport Road,4,3200.0,4,2,280.0
5436,Old Airport Road,4,2690.0,4,3,201.0
5437,Old Airport Road,2,1145.0,2,2,75.0
5438,Old Airport Road,4,2732.0,4,3,194.0
5439,Old Airport Road,4,2658.0,5,3,189.0
5440,Old Airport Road,4,2774.0,4,3,197.0
5441,Old Airport Road,4,3496.0,4,2,262.0
5442,Old Airport Road,4,2774.0,4,3,197.0
5443,Old Airport Road,4,2732.0,4,3,204.0
5444,Old Airport Road,3,1798.0,3,2,150.0
5445,Old Airport Road,4,2774.0,4,3,208.0
5446,Old Airport Road,2,1184.0,2,1,78.0
5447,Old Airport Road,4,3504.0,4,2,262.0
5448,Old Airport Road,2,1055.0,2,3,75.0
5449,Old Madras Road,3,1425.0,2,2,94.0
5453,Old Madras Road,2,935.0,2,1,45.0
5455,Old Madras Road,3,1720.0,3,2,100.0
5456,Old Madras Road,2,1200.0,2,1,72.0
5457,Old Madras Road,2,1225.0,2,1,53.55
5458,Old Madras Road,2,1100.0,2,1,70.0
5460,Old Madras Road,2,1171.0,2,2,75.0
5461,Old Madras Road,2,935.0,2,1,45.0
5464,Old Madras Road,2,1065.0,2,1,47.86
5465,Old Madras Road,4,2010.0,3,2,125.0
5467,Old Madras Road,3,1480.0,2,2,84.0
5469,Old Madras Road,2,1210.0,2,1,74.0
5470,Old Madras Road,2,1171.0,2,2,72.0
5472,Old Madras Road,3,1480.0,3,2,95.0
5474,Old Madras Road,2,1210.0,2,1,80.0
5475,Old Madras Road,3,1859.0,3,2,121.0
5479,Old Madras Road,3,2300.0,3,2,142.0
5481,Old Madras Road,2,1210.0,2,1,80.0
5482,Old Madras Road,2,1210.0,2,1,77.0
5485,Old Madras Road,2,1330.0,2,2,74.0
5486,Old Madras Road,3,1720.0,3,2,106.0
5488,Old Madras Road,3,2990.0,3,2,170.0
5490,Old Madras Road,2,1171.0,2,2,73.0
5491,Old Madras Road,3,1630.0,3,2,110.0
5492,Old Madras Road,2,1165.0,2,1,52.0
5493,Old Madras Road,2,2640.0,2,1,170.0
5494,Old Madras Road,2,1165.0,2,1,51.42
5495,Padmanabhanagar,2,1020.0,2,2,63.0
5496,Padmanabhanagar,2,1176.0,2,0,62.0
5497,Padmanabhanagar,2,1258.0,2,2,115.0
5499,Padmanabhanagar,2,1100.0,2,2,65.0
5500,Padmanabhanagar,4,3400.0,3,1,210.0
5504,Padmanabhanagar,3,4500.0,4,2,360.0
5505,Padmanabhanagar,2,1200.0,2,1,60.0
5507,Padmanabhanagar,2,1000.0,1,2,90.0
5508,Padmanabhanagar,2,1067.0,2,2,52.0
5512,Padmanabhanagar,2,1100.0,2,1,60.0
5513,Padmanabhanagar,3,2051.0,3,1,180.0
5514,Padmanabhanagar,3,2051.0,3,2,170.0
5515,Pai Layout,2,1006.0,2,2,35.0
5516,Pai Layout,3,1550.0,2,2,90.0
5517,Pai Layout,2,1050.0,2,2,40.0
5518,Pai Layout,3,1400.0,2,3,67.0
5519,Pai Layout,2,1100.0,2,2,50.0
5520,Pai Layout,2,1255.0,2,1,80.0
5521,Pai Layout,2,1075.0,2,2,35.0
5522,Pai Layout,2,1400.0,2,2,57.5
5523,Pai Layout,2,1175.0,2,2,60.0
5524,Pai Layout,2,810.0,2,2,34.5
5525,Pai Layout,2,1000.0,2,2,34.0
5526,Pai Layout,2,1000.0,2,3,42.0
5527,Pai Layout,6,3800.0,6,2,175.0
5528,Pai Layout,2,1068.0,2,3,48.0
5529,Pai Layout,3,1510.0,2,2,65.0
5532,Panathur,2,1359.0,2,1,87.0
5533,Panathur,2,1438.0,2,3,100.0
5534,Panathur,3,1688.0,3,1,118.0
5536,Panathur,2,1198.0,2,1,77.0
5537,Panathur,2,1180.0,2,1,70.0
5538,Panathur,3,1546.0,3,2,99.0
5540,Panathur,2,1000.0,2,1,65.3
5541,Panathur,2,1109.0,2,1,63.0
5542,Panathur,2,1000.0,2,1,68.0
5543,Panathur,2,1255.0,2,2,79.0
5544,Panathur,2,1205.0,2,2,62.9
5545,Panathur,2,1198.0,2,1,82.0
5546,Panathur,2,1235.0,2,3,65.0
5547,Panathur,2,1210.0,2,1,80.0
5548,Panathur,2,1210.0,2,1,77.0
5549,Panathur,1,661.0,1,1,40.0
5550,Panathur,2,1210.0,2,1,78.0
5552,Panathur,2,1050.0,2,2,60.0
5553,Panathur,2,1398.0,2,1,97.0
5554,Panathur,2,1065.0,2,1,58.0
5555,Panathur,2,1007.0,2,1,64.0
5556,Panathur,2,1210.0,2,1,77.93
5557,Panathur,2,1230.0,2,1,80.0
5558,Panathur,2,980.0,2,1,57.0
5559,Panathur,2,1075.0,2,2,60.0
5560,Panathur,2,1210.0,2,2,69.0
5561,Panathur,2,1343.0,2,1,76.0
5562,Parappana Agrahara,2,1194.0,2,2,47.0
5563,Parappana Agrahara,2,1194.0,2,2,47.0
5564,Parappana Agrahara,2,1194.0,2,2,46.0
5565,Parappana Agrahara,2,1194.0,2,2,47.0
5566,Parappana Agrahara,2,1194.0,2,2,46.0
5567,Parappana Agrahara,2,1194.0,2,2,47.0
5568,Parappana Agrahara,2,1194.0,2,2,47.0
5569,Parappana Agrahara,2,1092.0,2,2,43.0
5570,Parappana Agrahara,2,1194.0,2,2,45.0
5571,Parappana Agrahara,1,1200.0,1,0,45.0
5572,Parappana Agrahara,2,1194.0,2,2,46.0
5573,Parappana Agrahara,2,1194.0,2,2,47.0
5574,Parappana Agrahara,2,1194.0,2,2,47.0
5575,Parappana Agrahara,2,1194.0,2,2,46.0
5576,Parappana Agrahara,2,1194.0,2,2,46.0
5577,Pattandur Agrahara,3,1550.0,2,3,80.0
5578,Pattandur Agrahara,2,1025.0,2,1,44.5
5579,Pattandur Agrahara,2,1247.0,2,1,59.8
5580,Pattandur Agrahara,2,900.0,2,2,42.0
5581,Pattandur Agrahara,2,1302.0,2,1,66.0
5582,Pattandur Agrahara,3,1550.0,2,3,80.0
5583,Pattandur Agrahara,2,1247.0,2,2,62.35
5584,Pattandur Agrahara,2,1350.0,2,3,68.0
5585,Poorna Pragna Layout,2,920.0,2,2,39.55
5588,Poorna Pragna Layout,2,1160.0,2,1,46.39
5591,Poorna Pragna Layout,2,965.0,2,2,48.0
5596,Poorna Pragna Layout,2,1160.0,2,2,46.39
5598,Poorna Pragna Layout,2,1160.0,2,1,46.39
5601,Poorna Pragna Layout,2,960.0,2,3,50.0
5603,Prithvi Layout,4,2028.0,4,3,162.0
5604,Prithvi Layout,2,1352.0,2,2,87.5
5605,Prithvi Layout,2,1190.0,2,2,68.0
5606,Prithvi Layout,2,1352.0,2,2,85.0
5607,Prithvi Layout,2,1352.0,2,2,75.0
5608,Prithvi Layout,3,2273.0,4,3,220.0
5609,Prithvi Layout,2,1352.0,3,1,93.0
5610,Prithvi Layout,3,2273.0,4,2,192.0
5611,Prithvi Layout,2,1352.0,2,2,72.0
5614,R.T. Nagar,2,1200.0,2,1,120.0
5616,R.T. Nagar,2,1040.0,2,2,46.0
5617,R.T. Nagar,2,1200.0,2,3,45.0
5618,R.T. Nagar,2,1235.0,2,2,65.0
5619,R.T. Nagar,3,1140.0,3,1,130.0
5620,R.T. Nagar,2,970.0,2,1,55.0
5621,R.T. Nagar,3,1560.0,3,3,125.0
5622,R.T. Nagar,2,1200.0,2,2,60.0
5625,R.T. Nagar,3,1200.0,3,2,140.0
5626,R.T. Nagar,2,1100.0,3,0,125.0
5627,R.T. Nagar,2,1150.0,2,2,72.0
5628,R.T. Nagar,4,1500.0,4,3,185.0
5629,R.T. Nagar,9,3600.0,8,2,165.0
5630,R.T. Nagar,2,1080.0,2,1,48.0
5631,R.T. Nagar,2,1325.0,2,2,52.0
5633,R.T. Nagar,3,1300.0,3,2,145.0
5635,R.T. Nagar,2,1100.0,2,2,85.0
5636,R.T. Nagar,3,1667.0,3,2,130.0
5637,Rachenahalli,2,1050.0,2,2,52.07
5639,Rachenahalli,2,1050.0,2,2,55.5
5641,Rachenahalli,2,1050.0,2,2,53.5
5643,Rachenahalli,2,1220.0,2,2,59.5
5644,Rachenahalli,2,1050.0,2,2,52.5
5646,Rachenahalli,2,1050.0,2,2,52.1
5647,Rachenahalli,2,1050.0,2,2,53.5
5648,Rachenahalli,2,1113.0,2,1,55.0
5649,Rachenahalli,4,3657.0,5,2,220.0
5653,Rachenahalli,1,680.0,1,0,32.64
5654,Rachenahalli,1,412.5,1,0,19.8
5655,Rachenahalli,2,1050.0,2,2,52.5
5658,Rachenahalli,1,690.0,1,1,39.8
5659,Rachenahalli,2,1050.0,2,2,47.25
5660,Rachenahalli,2,1050.0,2,2,55.5
5661,Rachenahalli,2,985.0,2,1,49.97
5662,Rachenahalli,2,1050.0,2,2,52.5
5663,Rachenahalli,2,1050.0,2,2,52.08
5665,Rachenahalli,2,1050.0,2,2,52.07
5667,Rachenahalli,2,1050.0,2,2,52.08
5668,Rachenahalli,2,985.0,2,1,49.97
5669,Rachenahalli,3,1856.0,3,3,106.0
5670,Rachenahalli,2,1050.0,2,2,52.5
5671,Rachenahalli,2,985.0,2,1,50.17
5672,Rachenahalli,3,2600.0,3,2,160.0
5675,Rachenahalli,2,985.0,2,1,50.17
5676,Rachenahalli,2,1050.0,2,2,52.71
5679,Raja Rajeshwari Nagar,2,1295.0,2,2,43.9
5680,Raja Rajeshwari Nagar,2,1145.0,2,2,45.79
5681,Raja Rajeshwari Nagar,2,1419.0,2,2,48.1
5682,Raja Rajeshwari Nagar,2,1295.0,2,1,55.47
5683,Raja Rajeshwari Nagar,2,1133.0,2,1,49.07
5684,Raja Rajeshwari Nagar,2,1090.0,2,1,42.0
5685,Raja Rajeshwari Nagar,2,1260.0,2,1,67.39
5686,Raja Rajeshwari Nagar,2,1141.0,2,2,38.55
5687,Raja Rajeshwari Nagar,2,1140.0,2,1,49.39
5688,Raja Rajeshwari Nagar,2,1303.0,2,2,55.79
5689,Raja Rajeshwari Nagar,1,600.0,1,1,22.0
5690,Raja Rajeshwari Nagar,3,1278.0,2,1,53.76
5691,Raja Rajeshwari Nagar,1,500.0,1,1,25.0
5692,Raja Rajeshwari Nagar,2,1143.0,2,2,38.65
5693,Raja Rajeshwari Nagar,3,1610.0,3,2,74.0
5694,Raja Rajeshwari Nagar,2,1105.0,2,1,65.0
5696,Raja Rajeshwari Nagar,2,1258.0,2,1,63.53
5697,Raja Rajeshwari Nagar,2,1128.0,2,2,38.24
5698,Raja Rajeshwari Nagar,2,1157.0,2,1,53.8
5699,Raja Rajeshwari Nagar,2,1185.0,2,2,47.39
5702,Raja Rajeshwari Nagar,2,1030.0,2,1,50.0
5703,Raja Rajeshwari Nagar,2,1144.0,2,2,38.55
5704,Raja Rajeshwari Nagar,2,1196.0,2,2,51.51
5705,Raja Rajeshwari Nagar,3,1570.0,3,2,88.0
5706,Raja Rajeshwari Nagar,2,1168.0,2,1,61.0
5707,Raja Rajeshwari Nagar,2,1306.0,2,1,55.91
5708,Raja Rajeshwari Nagar,3,1608.0,3,1,67.98
5710,Raja Rajeshwari Nagar,3,1575.0,2,2,78.0
5711,Raja Rajeshwari Nagar,2,1200.0,2,1,35.0
5712,Raja Rajeshwari Nagar,2,1151.0,2,2,39.02
5713,Raja Rajeshwari Nagar,3,1570.0,2,2,65.0
5715,Raja Rajeshwari Nagar,2,1196.0,2,2,51.15
5716,Raja Rajeshwari Nagar,2,1419.0,2,2,48.0
5718,Raja Rajeshwari Nagar,2,1295.0,2,2,70.0
5719,Raja Rajeshwari Nagar,1,648.0,1,1,31.75
5720,Raja Rajeshwari Nagar,2,1100.0,2,1,55.0
5721,Raja Rajeshwari Nagar,2,1140.0,2,2,38.55
5722,Raja Rajeshwari Nagar,2,1090.0,2,2,43.59
5724,Raja Rajeshwari Nagar,2,1023.0,2,2,42.0
5725,Raja Rajeshwari Nagar,2,1070.0,2,1,50.0
5727,Raja Rajeshwari Nagar,8,4800.0,8,2,225.0
5728,Raja Rajeshwari Nagar,2,1128.0,2,1,48.79
5729,Raja Rajeshwari Nagar,2,1267.0,2,2,42.85
5730,Raja Rajeshwari Nagar,1,550.0,1,0,21.0
5731,Raja Rajeshwari Nagar,2,1120.0,2,2,37.95
5732,Raja Rajeshwari Nagar,2,1608.0,2,2,85.0
5733,Raja Rajeshwari Nagar,2,1210.0,2,2,45.0
5734,Raja Rajeshwari Nagar,2,1240.0,2,1,53.27
5735,Raja Rajeshwari Nagar,3,1395.0,2,2,72.0
5736,Raja Rajeshwari Nagar,2,1165.0,2,1,45.0
5737,Raja Rajeshwari Nagar,3,1288.0,2,1,70.0
5738,Raja Rajeshwari Nagar,2,1120.0,2,2,37.97
5739,Raja Rajeshwari Nagar,2,1140.0,2,2,38.65
5740,Raja Rajeshwari Nagar,2,1095.0,2,1,38.33
5741,Raja Rajeshwari Nagar,3,1420.0,2,2,60.0
5742,Raja Rajeshwari Nagar,2,1303.0,2,2,44.17
5744,Raja Rajeshwari Nagar,2,1185.0,2,1,40.17
5745,Raja Rajeshwari Nagar,2,1140.0,2,1,49.27
5747,Raja Rajeshwari Nagar,2,1095.0,2,2,38.33
5748,Raja Rajeshwari Nagar,2,1235.0,2,1,75.0
5749,Raja Rajeshwari Nagar,3,1280.0,3,2,57.6
5750,Raja Rajeshwari Nagar,2,1303.0,2,1,55.79
5751,Raja Rajeshwari Nagar,2,1162.0,2,0,65.0
5752,Raja Rajeshwari Nagar,2,1133.0,2,2,38.41
5753,Raja Rajeshwari Nagar,2,1151.0,2,1,49.0
5754,Raja Rajeshwari Nagar,2,1267.0,2,1,54.35
5756,Raja Rajeshwari Nagar,2,1100.0,2,1,50.0
5757,Raja Rajeshwari Nagar,2,1185.0,2,2,40.17
5759,Raja Rajeshwari Nagar,2,1306.0,2,2,44.17
5760,Raja Rajeshwari Nagar,2,1196.0,2,2,40.44
5761,Raja Rajeshwari Nagar,2,1178.0,2,1,75.0
5762,Raja Rajeshwari Nagar,2,1128.0,2,2,40.0
5763,Raja Rajeshwari Nagar,2,1151.0,2,2,39.0
5765,Raja Rajeshwari Nagar,3,1525.0,2,2,99.13
5766,Raja Rajeshwari Nagar,2,1060.0,2,1,48.0
5767,Raja Rajeshwari Nagar,6,3900.0,6,2,195.0
5768,Raja Rajeshwari Nagar,2,1128.0,2,1,48.79
5770,Raja Rajeshwari Nagar,2,1170.0,2,3,50.0
5772,Raja Rajeshwari Nagar,2,1185.0,2,1,51.15
5773,Raja Rajeshwari Nagar,2,1255.0,2,1,53.87
5774,Raja Rajeshwari Nagar,2,1419.0,2,1,60.42
5775,Raja Rajeshwari Nagar,3,1693.0,3,1,71.38
5776,Raja Rajeshwari Nagar,9,3600.0,9,3,240.0
5777,Raja Rajeshwari Nagar,2,1196.0,2,2,40.54
5778,Raja Rajeshwari Nagar,2,1196.0,2,2,40.54
5781,Raja Rajeshwari Nagar,2,1160.0,2,1,70.0
5782,Raja Rajeshwari Nagar,2,1133.0,2,1,38.37
5783,Raja Rajeshwari Nagar,2,1140.0,2,1,48.7
5784,Raja Rajeshwari Nagar,2,1140.0,2,2,38.65
5785,Raja Rajeshwari Nagar,2,1140.0,2,2,38.55
5786,Raja Rajeshwari Nagar,2,1295.0,2,2,55.47
5787,Raja Rajeshwari Nagar,2,1133.0,2,2,40.0
5789,Raja Rajeshwari Nagar,3,1550.0,3,1,86.8
5790,Raja Rajeshwari Nagar,2,1400.0,2,2,45.0
5791,Raja Rajeshwari Nagar,2,1110.0,2,1,52.0
5792,Raja Rajeshwari Nagar,3,1580.0,3,1,83.74
5794,Raja Rajeshwari Nagar,3,1640.0,3,1,86.8
5796,Raja Rajeshwari Nagar,2,1185.0,2,1,51.15
5797,Raja Rajeshwari Nagar,2,1295.0,2,2,43.9
5798,Raja Rajeshwari Nagar,3,1279.0,2,1,53.76
5799,Raja Rajeshwari Nagar,2,1196.0,2,2,40.54
5800,Raja Rajeshwari Nagar,2,1240.0,2,2,40.54
5801,Raja Rajeshwari Nagar,2,1090.0,2,1,57.0
5802,Raja Rajeshwari Nagar,2,1240.0,2,2,42.04
5803,Raja Rajeshwari Nagar,3,1757.0,3,3,98.0
5804,Raja Rajeshwari Nagar,3,1530.0,3,2,64.0
5805,Raja Rajeshwari Nagar,3,1587.0,3,1,73.8
5807,Raja Rajeshwari Nagar,2,1295.0,2,1,55.47
5808,Raja Rajeshwari Nagar,3,1450.0,2,1,67.0
5809,Raja Rajeshwari Nagar,2,1090.0,2,2,57.0
5810,Raja Rajeshwari Nagar,2,945.0,2,1,45.0
5811,Raja Rajeshwari Nagar,2,1303.0,2,2,55.78
5812,Raja Rajeshwari Nagar,8,3450.0,7,2,225.0
5813,Raja Rajeshwari Nagar,2,1419.0,2,2,48.1
5814,Raja Rajeshwari Nagar,3,1700.0,2,2,86.0
5815,Raja Rajeshwari Nagar,2,1270.0,2,2,62.0
5816,Raja Rajeshwari Nagar,2,1250.0,2,2,68.0
5817,Raja Rajeshwari Nagar,3,1260.0,2,1,62.0
5818,Raja Rajeshwari Nagar,2,1196.0,2,2,40.54
5819,Raja Rajeshwari Nagar,3,1580.0,2,2,66.85
5820,Raja Rajeshwari Nagar,2,1050.0,2,2,37.0
5821,Raja Rajeshwari Nagar,3,1021.0,3,2,59.0
5822,Raja Rajeshwari Nagar,2,1196.0,2,2,40.54
5823,Raja Rajeshwari Nagar,3,1500.0,3,2,88.0
5824,Raja Rajeshwari Nagar,2,1168.0,2,1,66.0
5825,Raja Rajeshwari Nagar,3,1400.0,2,2,86.0
5826,Raja Rajeshwari Nagar,2,1157.0,2,1,65.0
5827,Raja Rajeshwari Nagar,2,1206.0,2,1,40.7
5828,Raja Rajeshwari Nagar,2,1000.0,2,0,50.0
5829,Raja Rajeshwari Nagar,3,1485.0,2,2,63.0
5830,Raja Rajeshwari Nagar,3,1335.0,2,1,56.0
5832,Raja Rajeshwari Nagar,2,1255.0,2,2,42.54
5833,Raja Rajeshwari Nagar,3,1530.0,3,3,64.86
5834,Raja Rajeshwari Nagar,3,1850.0,3,1,98.0
5835,Raja Rajeshwari Nagar,2,1140.0,2,2,44.0
5836,Raja Rajeshwari Nagar,8,6000.0,8,3,215.0
5837,Raja Rajeshwari Nagar,2,1140.0,2,2,39.0
5838,Raja Rajeshwari Nagar,1,510.0,1,1,22.0
5839,Raja Rajeshwari Nagar,2,1187.0,2,2,40.14
5840,Raja Rajeshwari Nagar,2,1141.0,2,1,60.0
5841,Rajaji Nagar,3,1640.0,3,2,229.0
5842,Rajaji Nagar,3,2390.0,3,2,415.0
5843,Rajaji Nagar,3,2390.0,3,2,410.0
5845,Rajaji Nagar,4,3516.0,4,3,540.0
5846,Rajaji Nagar,3,1640.0,3,3,223.0
5848,Rajaji Nagar,6,1800.0,4,2,324.0
5849,Rajaji Nagar,4,3526.0,4,1,558.0
5852,Rajaji Nagar,3,1800.0,3,3,260.0
5853,Rajaji Nagar,3,1640.0,3,2,241.0
5854,Rajaji Nagar,2,1370.0,2,1,170.0
5855,Rajaji Nagar,3,2409.0,3,2,360.0
5857,Rajaji Nagar,2,1718.0,3,2,288.0
5858,Rajaji Nagar,3,2386.0,3,2,334.0
5860,Rajaji Nagar,2,1200.0,2,0,150.0
5861,Rajaji Nagar,2,1160.0,1,0,163.0
5862,Rajaji Nagar,1,660.0,1,0,75.0
5863,Rajaji Nagar,2,1440.0,2,2,170.0
5864,Rajaji Nagar,3,2448.0,3,2,400.0
5865,Rajaji Nagar,2,1440.0,2,2,185.0
5866,Rajaji Nagar,3,1640.0,3,3,230.0
5869,Rajaji Nagar,3,1800.0,2,2,250.0
5870,Rajaji Nagar,4,3100.0,4,3,550.0
5871,Rajaji Nagar,4,3526.0,4,3,598.0
5872,Rajaji Nagar,2,1357.0,2,1,130.0
5873,Rajaji Nagar,3,2300.0,3,3,369.0
5875,Rajaji Nagar,3,2500.0,3,3,350.0
5878,Rajaji Nagar,3,2559.0,3,2,403.0
5879,Rajaji Nagar,2,1763.0,3,2,262.0
5885,Rajaji Nagar,3,2533.0,3,3,425.0
5886,Rajaji Nagar,2,1268.0,2,1,127.0
5888,Rajaji Nagar,3,1640.0,3,2,262.0
5889,Rajaji Nagar,2,1200.0,1,1,200.0
5890,Rajaji Nagar,3,2367.0,3,3,375.0
5891,Rajaji Nagar,4,2440.0,2,0,415.0
5892,Rajaji Nagar,3,1640.0,3,2,251.0
5894,Rajaji Nagar,3,1640.0,3,2,268.0
5895,Rajaji Nagar,3,2367.0,4,3,340.0
5897,Rajaji Nagar,5,3600.0,5,2,510.0
5898,Rajaji Nagar,4,1350.0,4,1,230.0
5901,Rajaji Nagar,5,2400.0,5,1,408.0
5902,Rajaji Nagar,3,2500.0,3,3,340.0
5903,Rajaji Nagar,3,2390.0,3,1,372.0
5904,Rajaji Nagar,3,2415.0,3,2,399.0
5905,Rajaji Nagar,2,1718.0,3,2,275.0
5906,Rajaji Nagar,2,1763.0,3,2,240.0
5908,Rajaji Nagar,3,2409.0,3,3,395.0
5909,Rajaji Nagar,2,1314.0,2,0,225.0
5910,Rajaji Nagar,2,1440.0,2,2,165.0
5911,Rajaji Nagar,3,1640.0,3,3,245.0
5912,Rajiv Nagar,3,1690.0,3,1,125.0
5913,Rajiv Nagar,2,1263.0,2,1,93.32
5914,Rajiv Nagar,4,2340.0,4,1,148.0
5915,Rajiv Nagar,4,2340.0,5,1,129.0
5916,Rajiv Nagar,2,1330.0,2,1,93.0
5917,Rajiv Nagar,4,2340.0,5,1,129.0
5918,Rajiv Nagar,2,1309.0,2,1,80.0
5919,Rajiv Nagar,4,2340.0,4,1,145.0
5920,Rajiv Nagar,4,2330.0,5,1,175.0
5921,Rajiv Nagar,4,2340.0,5,1,160.0
5922,Ramagondanahalli,2,1151.0,2,2,48.77
5923,Ramagondanahalli,2,1251.0,2,1,47.0
5924,Ramagondanahalli,2,1235.0,2,1,52.04
5925,Ramagondanahalli,3,1610.0,2,2,111.0
5926,Ramagondanahalli,1,540.0,1,0,30.0
5928,Ramagondanahalli,2,1235.0,2,1,46.8
5929,Ramagondanahalli,2,1215.0,2,1,51.26
5930,Ramagondanahalli,3,2257.0,4,2,157.0
5931,Ramagondanahalli,2,1251.0,2,1,47.4
5932,Ramagondanahalli,3,1610.0,2,2,115.0
5933,Ramagondanahalli,2,920.0,2,3,65.0
5934,Ramagondanahalli,2,1215.0,2,1,45.5
5936,Ramagondanahalli,2,1253.0,2,1,52.66
5937,Ramagondanahalli,2,1295.0,2,2,95.0
5938,Ramagondanahalli,2,1151.0,2,2,50.5
5939,Ramagondanahalli,2,1235.0,2,1,49.3
5940,Ramagondanahalli,3,2257.0,3,2,159.0
5941,Ramagondanahalli,2,1295.0,2,2,95.0
5943,Ramagondanahalli,3,1910.0,3,2,142.0
5944,Ramagondanahalli,2,1215.0,2,1,46.1
5946,Ramagondanahalli,2,1251.0,2,1,50.0
5947,Ramagondanahalli,3,1610.0,2,2,115.0
5948,Ramagondanahalli,2,1151.0,2,2,43.6
5950,Ramagondanahalli,2,1251.0,2,1,53.0
5951,Ramagondanahalli,2,845.0,2,1,45.82
5952,Ramagondanahalli,3,1910.0,3,2,150.0
5954,Ramagondanahalli,3,2040.0,3,2,114.0
5956,Ramagondanahalli,2,1251.0,2,1,46.0
5958,Ramagondanahalli,2,1151.0,2,2,46.0
5959,Ramagondanahalli,3,1610.0,2,1,112.0
5960,Ramagondanahalli,3,1610.0,2,2,115.0
5961,Ramagondanahalli,3,1200.0,3,1,56.1
5962,Ramagondanahalli,4,2787.0,5,2,220.0
5964,Ramagondanahalli,2,1125.0,2,2,75.0
5965,Ramagondanahalli,2,1151.0,2,2,42.5
5966,Ramagondanahalli,3,2257.0,3,2,155.0
5967,Ramagondanahalli,3,1500.0,3,3,100.0
5969,Ramagondanahalli,3,1910.0,3,2,131.0
5970,Ramamurthy Nagar,4,3700.0,4,1,225.0
5971,Ramamurthy Nagar,5,3500.0,5,2,150.0
5972,Ramamurthy Nagar,2,1050.0,2,0,37.0
5973,Ramamurthy Nagar,2,1040.0,2,2,50.0
5975,Ramamurthy Nagar,2,1200.0,3,1,72.0
5976,Ramamurthy Nagar,1,360.0,1,1,26.0
5977,Ramamurthy Nagar,2,950.0,2,1,50.79
5978,Ramamurthy Nagar,3,1200.0,2,0,66.0
5979,Ramamurthy Nagar,3,1525.0,3,1,100.0
5980,Ramamurthy Nagar,2,1200.0,2,0,80.0
5981,Ramamurthy Nagar,2,1200.0,2,3,42.0
5983,Ramamurthy Nagar,2,1100.0,2,0,68.0
5984,Ramamurthy Nagar,2,1185.0,2,1,45.5
5985,Ramamurthy Nagar,2,1170.0,2,2,46.8
5986,Ramamurthy Nagar,2,1150.0,2,2,51.0
5987,Ramamurthy Nagar,2,1200.0,2,1,48.0
5989,Ramamurthy Nagar,2,600.0,3,2,45.0
5990,Ramamurthy Nagar,2,1110.0,2,0,65.0
5992,Ramamurthy Nagar,2,1200.0,2,1,78.0
5994,Ramamurthy Nagar,1,600.0,1,1,43.0
5995,Ramamurthy Nagar,2,1006.0,2,1,57.0
5996,Ramamurthy Nagar,2,1200.0,2,1,76.0
5999,Ramamurthy Nagar,2,700.0,2,1,33.0
6000,Ramamurthy Nagar,2,1125.0,2,1,47.0
6001,Ramamurthy Nagar,2,1000.0,2,1,62.0
6002,Ramamurthy Nagar,2,1334.0,2,1,67.0
6003,Ramamurthy Nagar,2,1200.0,2,1,46.0
6004,Ramamurthy Nagar,2,1200.0,2,1,57.9
6006,Ramamurthy Nagar,2,1360.0,2,0,45.0
6007,Ramamurthy Nagar,2,1170.0,2,2,44.0
6008,Ramamurthy Nagar,4,2200.0,4,2,130.0
6009,Ramamurthy Nagar,2,1050.0,2,1,51.66
6010,Ramamurthy Nagar,4,2916.0,5,1,230.0
6011,Ramamurthy Nagar,3,2316.0,3,0,125.0
6012,Ramamurthy Nagar,2,1101.0,2,1,50.0
6013,Ramamurthy Nagar,2,1150.0,2,2,40.0
6015,Ramamurthy Nagar,2,1050.0,2,2,37.8
6016,Ramamurthy Nagar,2,935.0,2,2,39.0
6017,Ramamurthy Nagar,2,1200.0,2,1,68.0
6018,Ramamurthy Nagar,1,540.0,1,0,35.0
6019,Ramamurthy Nagar,2,960.0,2,2,35.0
6020,Rayasandra,3,1314.0,2,2,63.0
6021,Rayasandra,2,1065.0,2,2,44.95
6022,Rayasandra,3,1708.0,3,2,75.0
6023,Rayasandra,3,1199.0,2,1,48.5
6024,Rayasandra,3,1577.0,3,2,67.0
6025,Rayasandra,2,1253.0,2,2,57.0
6026,Rayasandra,1,583.0,1,1,26.9
6027,Rayasandra,2,1198.0,2,1,54.0
6028,Rayasandra,3,1555.0,3,2,75.17
6029,Rayasandra,3,1458.0,3,2,60.0
6030,Rayasandra,3,1179.0,2,1,55.0
6031,Rayasandra,3,1601.0,3,3,70.0
6032,Rayasandra,4,1708.0,3,1,76.0
6033,Rayasandra,1,470.0,1,1,21.0
6034,Rayasandra,5,3600.0,5,3,145.0
6035,Rayasandra,3,1357.0,2,2,59.0
6036,Sadashiva Nagar,3,3761.0,3,2,660.0
6037,Sadashiva Nagar,4,2780.0,5,2,480.0
6038,Sadashiva Nagar,4,2720.0,4,1,485.0
6039,Sadashiva Nagar,3,3761.0,3,2,650.0
6040,Sadashiva Nagar,3,3850.0,3,3,650.0
